case_name,url,date,case_type,matter_number,case_status,summary,tags,long_title
"TinyCo, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3209-tinyco-inc,2014-09-17T12:00:00Z,Federal,132 3209,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Children's Online Privacy Protection Act (COPPA); Privacy and Security; Children's Privacy,"United States of America (on behalf of the FTC), Plaintiff, v. TinyCo, Inc., a corporation, Defendant"
"GMR Transcription Services, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3095-gmr-transcription-services-inc-matter,2014-08-21T12:00:00Z,Administrative,122 3095,,,Consumer Protection; Privacy and Security; Data Security; Health Privacy,"In the Matter of GMR Transcription Services, Inc., a corporation, and Ajay Prasad and Shreekant Srivastava"
"Credit Karma, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3091-credit-karma-inc,2014-08-19T12:00:00Z,Administrative,132 3091,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Privacy and Security; Data Security; Tech,"In the Matter of Credit Karma, Inc., a corporation"
"Fandango, LLC",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3089-fandango-llc,2014-08-19T12:00:00Z,Administrative,132 3089,,,Consumer Protection; Privacy and Security; Data Security; Tech,"In the Matter of Fandango, LLC, a limited liability company"
"PDB Sports, Ltd., d/b/a Denver Broncos Football Club, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3025-pdb-sports-ltd-dba-denver-broncos-football-club-matter,2014-06-25T12:00:00Z,Administrative,142 3025,,,Consumer Protection; Technology; Privacy and Security; Consumer Privacy; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of PDB Sports, Ltd., doing business as the Denver Broncos Football Club, a limited partnership"
"Level 3 Communications, LLC, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3028-level-3-communications-llc-matter,2014-06-25T12:00:00Z,Administrative,142 3028,,,Consumer Protection; Technology; Privacy and Security; Consumer Privacy; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Level 3 Communications, LLC"
"Fantage.com, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3026-fantagecom-inc-matter,2014-06-25T12:00:00Z,Administrative,142 3026,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Fantage.com, Inc., a corporation"
"Receivable Management Services Corporation, The, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3031-receivable-management-services-corporation-matter,2014-06-25T12:00:00Z,Administrative,142 3031,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of The Receivable Management Services Corporation, a corporation"
"Baker Tilly Virchow Krause, LLP, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3019-baker-tilly-virchow-krause-llp-matter,2014-06-25T12:00:00Z,Administrative,142 3019,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Baker Tilly Virchow Krause, LLP, a limited liability partnership"
"Charles River Laboratories, Int’l., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3022-charles-river-laboratories-intl-matter,2014-06-25T12:00:00Z,Administrative,142 3022,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Charles River Laboratories, International, Inc., a corporation"
"Atlanta Falcons Football Club, LLC, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3018-atlanta-falcons-football-club-llc-matter,2014-06-25T12:00:00Z,Administrative,142 3018,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Atlanta Falcons Football Club, LLC, a limited liability company"
"Tennessee Football, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3032-tennessee-football-inc-matter,2014-06-25T12:00:00Z,Administrative,142 3032,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Tennessee Football, Inc., a corporation"
"Reynolds Consumer Products, Inc, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3030-reynolds-consumer-products-inc-matter,2014-06-25T12:00:00Z,Administrative,142 3030,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Reynolds Consumer Products, Inc., a corporation"
"DDC Laboratories, Inc., also d/b/a DNA Diagnostics Center, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3024-ddc-laboratories-inc-also-dba-dna-diagnostics-center-matter,2014-06-25T12:00:00Z,Administrative,142 3024,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of DDC Laboratories, Inc., also doing business as DNA Diagnostics Center, a corporation"
"American Apparel, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3036-american-apparel-inc-matter,2014-06-25T12:00:00Z,Administrative,142 3036,,,Consumer Protection; Clothing and Textiles; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of American Apparel, Inc., a corporation"
"Apperian, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3017-apperian-inc-matter,2014-06-25T12:00:00Z,Administrative,142 3017,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Apperian, Inc., a corporation"
"BitTorrent, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3020-bittorrent-inc-matter,2014-06-25T12:00:00Z,Administrative,142 3020,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of BitTorrent, Inc., a corporation"
"DataMotion, Inc., a corporation, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3023-datamotion-inc-corporation-matter,2014-06-25T12:00:00Z,Administrative,142 3023,,,Consumer Protection; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of DataMotion, Inc., a corporation"
"Genelink, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3095-genelink-inc-matter,2014-05-12T12:00:00Z,Administrative,112 3095,,,Consumer Protection; Advertising and Marketing; Health Claims; Privacy and Security; Data Security; Health Privacy,"In the Matter of Genelink, Inc., a corporation, also doing business as Genelink Biosciences, Inc."
"foru™ International Corporation, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3095-forutm-international-corporation-matter,2014-05-12T12:00:00Z,Administrative,112 3095,,,Consumer Protection; Advertising and Marketing; Health Claims; Privacy and Security; Data Security,"In the Matter of foru™ International Corporation formerly known as Genewize Life Sciences, Inc."
"Goldenshores Technologies, LLC, and Erik M. Geidl, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3087-goldenshores-technologies-llc-erik-m-geidl-matter,2014-04-09T12:00:00Z,Administrative,132 3087,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Advertising and Marketing; Advertising and Marketing Basics; Privacy and Security; Consumer Privacy; Tech,"In the Matter of  Goldenshores Technologies, LLC, and Erik M. Geidl"
"Infotrack Information Services, Inc., et al.",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3092-infotrack-information-services-inc-et-al,2014-04-09T12:00:00Z,Federal,122 3092,,,Consumer Protection; Privacy and Security; Credit Reporting,"United States of America (on behalf of the Federal Trade Commission) v. Infotrack Information Services, Inc., and Steve Kaplan, Defendants"
"Instant Checkmate, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3221-instant-checkmate-inc,2014-04-09T12:00:00Z,Federal,122 3221,,,Consumer Protection; Privacy and Security; Credit Reporting,"United States of America (on behalf of the Federal Trade Commission) v. Instant Checkmate, Inc., Defendant"
"Aaron’s, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3256-aarons-inc-matter,2014-03-11T12:00:00Z,Administrative,122 3256,,,"Consumer Protection; Retail; Technology; Franchises, Business Opportunities, and Investments; Privacy and Security; Consumer Privacy","In the Matter of Aaron’s, Inc., a corporation."
"Accretive Health, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3077-accretive-health-inc-matter,2014-02-24T12:00:00Z,Administrative,122 3077,,,Consumer Protection; Human Resources; Credit and Finance; Privacy and Security; Data Security; Health Privacy,"In the Matter of Accretive Health, Inc."
"TRENDnet, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3090-trendnet-inc-matter,2014-02-07T12:00:00Z,Administrative,122 3090,,,Consumer Protection; Privacy and Security; Consumer Privacy; Data Security,"In the Matter of TRENDnet, Inc."
"TeleCheck Services, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3183-telecheck-services-inc,2014-01-16T12:00:00Z,Federal,112 3183,,,Consumer Protection; Credit and Finance; Debt; Privacy and Security; Credit Reporting,"United States of America, Plaintiff, v. TeleCheck Services, Inc., a Delaware corporation, and TRS Recovery Services, Inc., a Delaware corporation, Defendants."
Time Warner Cable Inc.,https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3149-time-warner-cable-inc,2013-12-19T12:00:00Z,Federal,122 3149,,,Privacy and Security; Credit Reporting,United States of America v. Time Warner Cable Inc.
"Certegy Check Services, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3184-certegy-check-services-inc,2013-08-15T12:00:00Z,Federal,112 3184,,,Consumer Protection; Privacy and Security; Credit Reporting,"United States of America (for the Federal Trade Commission), Plaintiff, v. Certegy Check Services, Inc., Defendant"
"HTC America Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3049-htc-america-inc-matter,2013-07-02T12:00:00Z,Administrative,122 3049,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Privacy and Security; Consumer Privacy; Data Security; Tech,In the Matter of HTC America Inc.
"CBR Systems, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3120-cbr-systems-inc-matter,2013-05-03T12:00:00Z,Administrative,112 3120,,,Consumer Protection; Privacy and Security; Data Security; Health Privacy,"In the Matter of CBR Systems, Inc."
"Filiquarian Publishing, LLC; Choice Level, LLC; and Joshua Linsk, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3195-filiquarian-publishing-llc-choice-level-llc-joshua-linsk-matter,2013-05-01T12:00:00Z,Administrative,112 3195,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Human Resources; Privacy and Security; Credit Reporting,"In the Matter of Filiquarian Publishing, LLC; Choice Level, LLC; and Joshua Linsk, Respondents"
"Aspen Way Enterprises, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-aspen-way-enterprises-inc-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of Aspen Way Enterprises, Inc."
"B. Stamper Enterprises, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-b-stamper-enterprises-inc-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of B. Stamper Enterprises, Inc., also doing business as Premier Rental Purchase"
"C.A.L.M. Ventures, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-calm-ventures-inc-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of C.A.L.M. Ventures, Inc., also doing business as Premier Rental Purchase"
"DesignerWare, LLC, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-designerware-llc-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of DesignerWare, LLC"
"Red Zone Investment Group, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-red-zone-investment-group-inc-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of Red Zone Investment Group, Inc., also doing business as ColorTyme"
"Showplace, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-showplace-inc-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of Showplace, Inc., also doing business as Showplace Rent-to-Own and Showplace Lease/Purchase"
"J.A.G. Rents, LLC, also d/b/a ColorTyme, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-jag-rents-llc-also-dba-colortyme-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of J.A.G. Rents, LLC, also doing business as ColorTyme"
"Watershed Development Corp., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3151-watershed-development-corp-matter,2013-04-15T12:00:00Z,Administrative,112 3151,,,"Consumer Protection; Franchises, Business Opportunities, and Investments; Advertising and Marketing; Online Advertising and Marketing; Credit and Finance; Debt; Privacy and Security; Consumer Privacy","In the Matter of Watershed Development Corp., also doing business as Watershed and Aaron's Sales & Lease Ownership"
"Epic Marketplace, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3182-epic-marketplace-inc,2013-03-19T12:00:00Z,Administrative,112 3182,,,Consumer Protection; Privacy and Security; Consumer Privacy,"In the Matter of Epic Marketplace, Inc., and Epic Media Group, LLC"
Equifax Information Services LL,https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3252-equifax-information-services-ll,2013-03-15T12:00:00Z,Administrative,102 3252,,,Consumer Protection; Privacy and Security; Credit Reporting,In the Matter of Equifax Information Services LLC
"Compete, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3155-compete-inc,2013-02-25T12:00:00Z,Administrative,102 3155,,,Consumer Protection; Privacy and Security; Consumer Privacy; Data Security,"In the Matter of Compete, Inc."
"Path, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3158-path-inc,2013-02-01T12:00:00Z,Federal,122 3158,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Children's Online Privacy Protection Act (COPPA); Privacy and Security; Children's Privacy; Consumer Privacy,"United States of America, Plaintiff, v. Path, Inc., Defendant"
"LabMD, Inc. & Michael Daugherty",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023099-labmd-inc-michael-daugherty,2012-11-26T12:00:00Z,Process Enforcement,1023099,Closed,,Consumer Protection; Office of the General Counsel; Bureau of Consumer Protection; Identity Theft; Health Care; Data Security,"Federal Trade Commission v. LabMD, Inc. and Michael J. Daugherty"
Google Inc.,https://www.ftc.gov/legal-library/browse/cases-proceedings/google-inc,2012-11-20T12:00:00Z,Federal,,,,Consumer Protection; Office of Technology Research and Investigation (OTech); Advertising and Marketing; Online Advertising and Marketing; Privacy and Security; Consumer Privacy,"United States of America, Plaintiff, v. Google Inc., Defendant"
"PLS Financial Services, Inc., et al.",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023172-pls-financial-services-inc-et-al,2012-11-07T12:00:00Z,Federal,1023172,,,Consumer Protection; Finance; Privacy and Security; Credit Reporting; Data Security; Gramm-Leach-Bliley Act,"United States of America, Plaintiff, v. PLS Financial Services, Inc., PLS Group, Inc., and The Payday Loan Store of Illinois, Inc., Defendants"
"EPN, Inc., also d/b/a Checknet, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3143-epn-inc-also-dba-checknet-inc-matter,2012-10-26T12:00:00Z,Administrative,112 3143,,,Consumer Protection; Finance; Privacy and Security; Data Security,"In the Matter of EPN, Inc., also doing business as Checknet, Inc."
"Franklin's Budget Car Sales, Inc., also d/b/a Franklin Toyota/Scion, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3094-franklins-budget-car-sales-inc-also-dba-franklin-toyotascion-matter,2012-10-26T12:00:00Z,Administrative,102 3094,,,Consumer Protection; Automobiles; Privacy and Security; Data Security,"In the Matter of Franklin's Budget Car Sales, Inc., also doing business as Franklin Toyota/Scion"
"Direct Lending Source, Inc., et al.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3000-direct-lending-source-inc-et-al,2012-10-10T12:00:00Z,Federal,102 3000,,,Consumer Protection; Privacy and Security; Credit Reporting,"United States of America, Plaintiff v. Direct Lending Source, Inc.; Bailey & Associates Advertising, Inc.; Virtual Lending Source, LLC; Robert M. Bailey, Jr., individually and as an officer of Direct Lending Source, Inc., Bailey & Associates Advertising, Inc., and Virtual Lending Source, LLC; and Linda Giordano, individually and as an officer of Direct Lending Source, Inc., Bailey & Associates Advertising, Inc., and Virtual Lending Source, LLC, Defendants."
"Artist Arena LLC, United States of America (for the Federal Trade Commission)",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3167-artist-arena-llc-united-states-america-federal-trade-commission,2012-10-04T12:00:00Z,Federal,112 3167,,,Consumer Protection; Bureau of Consumer Protection; Children's Online Privacy Protection Act (COPPA); Technology; Privacy and Security; Children's Privacy,"United States of America, Plaintiff, v. Artist Arena LLC, Defendant United States District Court for the Southern District of New York"
"Myspace LLC, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3058-myspace-llc-matter,2012-09-11T12:00:00Z,Administrative,102 3058,,,Consumer Protection; Advertising and Marketing; Online Advertising and Marketing; Privacy and Security; Consumer Privacy; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,In the Matter of Myspace LLC
"HireRight Solutions, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-313-hireright-solutions-inc,2012-08-08T12:00:00Z,Federal,102 313,,,Consumer Protection; Human Resources; Privacy and Security; Credit Reporting,"United States of America, Plaintiff, v. HireRight Solutions, Inc., Defendant"
"Spokeo, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023163-spokeo-inc,2012-06-12T12:00:00Z,Federal,1023163,,,"Consumer Protection; Human Resources; Advertising and Marketing; Endorsements, Influencers, and Reviews; Online Advertising and Marketing; Privacy and Security; Credit Reporting; Small Business","United States of America, Plaintiff, v. Spokeo, Inc., Defendant"
"Upromise, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3116-upromise-inc,2012-04-03T12:00:00Z,Administrative,102 3116,,,Consumer Protection; Privacy and Security; Consumer Privacy; Data Security,"In the Matter of Upromise, Inc., a corporation"
"RockYou, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023120-rockyou-inc,2012-03-27T12:00:00Z,Federal,1023120,,,Consumer Protection; Children's Online Privacy Protection Act (COPPA); Technology; Privacy and Security; Children's Privacy; Data Security,"United States of America, Plaintiff, v. RockYou, Inc., Defendant"
"Asset Acceptance, LLC",https://www.ftc.gov/legal-library/browse/cases-proceedings/052-3133-asset-acceptance-llc,2012-01-31T12:00:00Z,Federal,052 3133,,,Consumer Protection; Credit and Finance; Debt Collection; Privacy and Security; Credit Reporting,"United States of America, Plaintiff, v. Asset Acceptance, LLC, Defendant"
"ScanScout, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3185-scanscout-inc-matter,2011-12-21T12:00:00Z,Administrative,102 3185,,,Consumer Protection; Privacy and Security; Consumer Privacy,"In the Matter of ScanScout, Inc., a corporation;"
"Godwin, Jones O., d/b/a skidekids.com",https://www.ftc.gov/legal-library/browse/cases-proceedings/1123033-godwin-jones-o-dba-skidekidscom,2011-11-08T12:00:00Z,Federal,1123033,,,Consumer Protection; Children's Online Privacy Protection Act (COPPA); Technology; Privacy and Security; Children's Privacy,"United States of America, Plaintiff, v. Jones O. Godwin, doing business as skidekids.com, Defendant"
"Google, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3136-google-inc-matter,2011-10-24T12:00:00Z,Administrative,102 3136,,,Consumer Protection; Privacy and Security; Consumer Privacy; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"In the Matter of Google Inc., a corporation"
Frostwire LLC and Angel Leon,https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3041-frostwire-llc-angel-leon,2011-10-12T12:00:00Z,Federal,112 3041,,,Consumer Protection; Advertising and Marketing; Online Advertising and Marketing; Privacy and Security; Consumer Privacy,"Federal Trade Commission, Plaintiff v. Frostwire LLC and Angel Leon, individually and as managing member of Frostwire LLC, Defendants."
"W3 Innovations, LLC d/b/a Broken Thumb Apps and Justin Maples, U.S.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3251-w3-innovations-llc-dba-broken-thumb-apps-justin-maples-us,2011-09-08T12:00:00Z,Federal,102 3251,,,Consumer Protection; Bureau of Consumer Protection; Children's Online Privacy Protection Act (COPPA); Technology; Mobile; Advertising and Marketing; Online Advertising and Marketing; Privacy and Security; Children's Privacy; Tech,"United States of America, Plaintiff v. W3 Innovations, LLC, also d/b/a Broken Thumbs Apps, and Justin Maples, individually and as an officer of W3 Innovations, LLC, Defendants."
"ACRAnet, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/092-3088-acranet-inc-matter,2011-08-19T12:00:00Z,Administrative,092 3088,,,Consumer Protection; Privacy and Security; Credit Reporting; Data Security; Gramm-Leach-Bliley Act,"In the Matter of ACRAnet, Inc., a corporation"
"Fajilan and Associates, Inc., also d/b/a Statewide Credit Services, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/092-3089-fajilan-associates-inc-also-dba-statewide-credit-services-matter,2011-08-19T12:00:00Z,Administrative,092 3089,,,Consumer Protection; Privacy and Security; Credit Reporting; Data Security; Gramm-Leach-Bliley Act,"In the Matter of Fajilan and Associates, Inc., also doing business as Statewide Credit Services, a corporation, and Robert Fajilan, individually and as an officer of the corporation"
SettlementOne Credit Corporation,https://www.ftc.gov/legal-library/browse/cases-proceedings/082-3208-settlementone-credit-corporation,2011-08-19T12:00:00Z,Administrative,082 3208,,,Consumer Protection; Privacy and Security; Credit Reporting; Data Security; Gramm-Leach-Bliley Act,"In the Matter of SettlementOne Credit Corporation, a corporation, and Sackett National Holdings, Inc., a corporation"
"Teletrack, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3075-teletrack-inc,2011-06-27T12:00:00Z,Federal,102 3075,,,Consumer Protection; Privacy and Security; Credit Reporting,"United States of America, Plaintiff v. Teletrack, Inc., Defendant"
"Chitika, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023087-chitika-inc-matter,2011-06-17T12:00:00Z,Administrative,1023087,,,Consumer Protection; Privacy and Security; Consumer Privacy,"In the Matter of Chitika, Inc., a corporation"
"Lookout Services, Inc., In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3076-lookout-services-inc-matter,2011-06-15T12:00:00Z,Administrative,102 3076,,,Consumer Protection; Human Resources; Privacy and Security; Data Security; Small Business,"In the Matter of Lookout Services, Inc., a corporation"
"Ceridian Corporation, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3160-ceridian-corporation-matter,2011-06-15T12:00:00Z,Administrative,102 3160,,,Consumer Protection; Human Resources; Privacy and Security; Data Security; Small Business,"In the Matter of Ceridian Corporation, a corporation"
"Best Priced Brands, LLC, et al.",https://www.ftc.gov/legal-library/browse/cases-proceedings/092-3081-best-priced-brands-llc-et-al,2011-06-09T12:00:00Z,Federal,092 3081,,,Consumer Protection; Advertising and Marketing; Online Advertising and Marketing; Privacy and Security; U.S.-EU Safe Harbor Framework; Privacy Shield; Data Privacy Framework,"FTC v. Javian Karnani, and Balls of Kryptonite, LLC, a California Limited Liability Company, all doing business as Bite Size Deals, LLC and Best Priced Brands, LLC."
"Playdom, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023036-playdom-inc,2011-05-12T12:00:00Z,Federal,1023036,,,Consumer Protection; Bureau of Consumer Protection; Children's Online Privacy Protection Act (COPPA); Technology; Privacy and Security; Children's Privacy,"United States of America, Plaintiff v. Playdom, Inc., a subsidiary of Disney Enterprises, Inc., and, Howard Marks, individually, Defendants"
"US Search, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/us-search-inc,2011-03-25T12:00:00Z,Administrative,,,,Consumer Protection; Privacy and Security; Consumer Privacy,"In the Matter of US Search, Inc., a corporation, and US Search, LLC, a limited liability company."
"EchoMetrix, Inc.",https://www.ftc.gov/legal-library/browse/cases-proceedings/102-3006-echometrix-inc,2010-11-30T12:00:00Z,Federal,102 3006,,,Consumer Protection; Advertising and Marketing; Children; Online Advertising and Marketing; Privacy and Security; Consumer Privacy,"Federal Trade Commission, Plaintiff, v. EchoMetrix, Inc., a corporation, Defendant"
"Rite Aid Corporation, In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/072-3121-c-4308-rite-aid-corporation-matter,2010-11-22T12:00:00Z,Administrative,072 3121,,"Rite Aid is prohibited from using facial recognition technology for security or surveillance purposes for five years to settle Federal Trade Commission charges that the retailer failed to implement reasonable procedures and prevent harm to consumers in its use of facial recognition technology in hundreds of stores. The order requires Rite Aid to implement comprehensive safeguards to prevent these types of harm to consumers when deploying automated systems that use biometric information to track them or flag them as security risks. It also requires Rite Aid to discontinue using any such technology if it cannot control potential risks to consumers. To settle charges it violated a 2010 Commission data security order by failing to adequately oversee its service providers, Rite Aid is also required to implement a robust information security program, which must be overseen by the company’s top executives.",Consumer Protection; Bureau of Consumer Protection; Over-the-Counter Drugs and Devices; Privacy and Security; Consumer Privacy; Data Security; Health Privacy,"In the Matter of Rite Aid Corporation, a corporation."
"Response Makers, LLC",https://www.ftc.gov/legal-library/browse/cases-proceedings/1023000-response-makers-llc,2010-11-19T12:00:00Z,Process Enforcement,1023000,Closed,,Consumer Protection; Office of the General Counsel; Bureau of Consumer Protection; Credit and Loans; Credit Reporting,"Federal Trade Commission v. Response Makers, LLC"
ChoicePoint Inc.,https://www.ftc.gov/legal-library/browse/cases-proceedings/052-3069-choicepoint-inc,2010-09-22T12:00:00Z,Federal,052-3069,,,Consumer Protection; Privacy and Security; Credit Reporting; Data Security,United States of America v. ChoicePoint Inc.
"Dave & Buster's, Inc.,In the Matter of",https://www.ftc.gov/legal-library/browse/cases-proceedings/082-3153-dave-busters-incin-matter,2010-06-08T12:00:00Z,Administrative,082 3153,,,Consumer Protection; Privacy and Security; Data Security,"In the Matter of Dave & Buster's, Inc."
"United States of America v. Central Credit, LLC",https://www.ftc.gov/legal-library/browse/cases-proceedings/082-3106-united-states-america-v-central-credit-llc,2010-04-22T12:00:00Z,,082 3106,,,Consumer Protection; Privacy and Security; Credit Reporting,
